Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
63120,-2.50545293528318,-2.17371881446427,-0.792818062295069,-1.98743820283813,-0.14644464930338,-0.72553281680095,-0.120711470519659,0.111354199846948,-1.79425918360179,1.20260418082216,-2.29268669885887,-1.18645936059052,0.792953733147073,-0.414009741576231,-0.886414426380007,-0.151188889216352,0.151566926138954,0.241639443504771,-0.056709624286118,-0.391441301496126,-0.285836382404405,-0.0798610455218213,-0.0202740032178109,-0.964198281866849,-0.0135714973572557,-0.238190088994741,0.441632832320285,0.247397773204499,215.9,0
163844,-2.45362576148806,1.65048332335448,0.593107614101033,0.670452673155151,-0.0314155220600522,1.28812921272961,0.0628219902388834,0.816014582361801,0.229306434354026,0.381647446326583,-0.286342413055606,0.894559009458257,-0.0519393441041513,-0.0645762751541407,-1.32963506127151,-0.448020004045917,0.0824231486381718,0.0315319660674861,1.79083491412374,-0.0421655239733027,-0.50459377584651,-1.34692943024595,-0.119637759615058,-0.0362381266436597,0.470879174059359,-0.887273298199485,-0.771877996495959,-0.0676132279608437,41.99,0
150349,1.96865269774194,0.436567862786046,-0.986251758014984,3.66379535319759,0.853531409123968,0.713580049870026,0.066941040890811,0.0313800584415513,-0.59531177024489,1.3735384770894,-2.18320486973316,-0.403040279370032,0.031400060466928,-0.0663931882755166,-1.43153504096855,0.692044952294822,-0.802851584640328,-0.246753415772177,-1.05141265657775,-0.250868985496655,0.022280148166883,0.208266763119388,0.0230834707847338,0.0270168119362989,0.25061700648714,0.107185347726234,-0.0328674951277077,-0.0507142617373534,9.07,0
54967,1.32419402344238,-0.60266960510541,-1.50626870069611,-2.50082369907195,1.68572009187765,2.82525902966418,-0.617555594378277,0.69514130469488,1.11884279632998,-0.940418385171068,0.0836576530441215,0.396525507454632,0.0452708845942114,0.413740036667219,1.87437281349028,-0.159146416037115,-0.65839986130033,0.492585162726454,0.95450500131863,0.108817047745342,0.11852958714935,0.282549440773901,-0.234655587512059,1.0855105020064,0.829952255369006,0.23156088344595,-0.00555268161822848,0.00849952089555973,34.95,0
42153,-0.354574477737167,0.171489507987051,1.23855865669773,0.0928338759186679,-0.448882202033227,-0.0631921200897046,0.664964676908878,-0.0532057080298737,-1.26171305437818,0.214133193465556,-1.7013943014238,-0.688845505658659,-0.409790370276933,-0.117389398531018,-0.603582790785531,-1.84826647716271,0.108547777371225,1.2618819430191,-0.436240844744349,-0.329996071545582,-0.398483671408313,-0.701579692543409,-0.000476372615546256,-0.184052575694237,0.244345470762961,-0.351357893964967,0.0650151118913282,0.0642697603611451,98.79,0
72878,-0.760559415835023,0.134732695960681,1.44912532757969,0.77200265812083,-0.901164866378176,0.044167642375816,1.41266043736261,-0.0754827007971312,-0.749271685331991,-0.55274927165729,0.21071140681206,0.205344156178092,0.404697067349465,0.226265109312371,1.57210712749622,-0.472452533723311,0.304875699923722,-0.713409881087265,0.467790370321886,0.675752666746819,0.0265507653867973,-0.381337531930727,0.796182415271025,0.362985861253293,-0.688206632485214,0.103298966549017,0.0444789422283069,0.171378177861715,282.32,0
153648,-1.77150449733959,-0.35805876975905,0.70998502648258,-0.329628205510273,1.07745801244909,-0.65366409012194,-0.0148549716370097,0.0781658024145959,0.622239277441362,-0.766777319729193,-1.00918904702818,-0.689219582675513,-0.397860011193129,-1.52392732951517,0.52678550739087,0.848979687654113,0.198498753536712,0.921418758639753,-0.423145252768121,-0.258961904282744,0.0778018970296646,0.720775598532027,0.146319496355135,0.539888955634155,0.0769870881185121,0.646942061110125,0.222678970054797,0.27319432103114,41.79,0
34901,-0.877440130838576,1.38536582384795,1.21968239354523,-0.208658674763203,0.129619235391166,-0.651982760889855,0.797637934896788,-0.169843752602885,-0.0676268162729233,0.593474762060641,1.64265794929598,0.574049985735243,0.0828316938639568,-0.633607637897212,0.256301363046408,0.442404211414542,-0.37681620165695,0.280122024960496,0.147589163417581,0.425041253421668,-0.311652359336039,-0.588692897099257,-0.0362519116850366,0.272882479675674,-0.121370145360932,0.0231002034130384,0.161557697772103,-0.0140368936086202,8.92,0
131917,2.12685968852576,-0.92705482625654,-0.659663531920471,-0.692485160743256,-0.696101362622775,0.262864020563158,-1.07225738427539,0.185397442817659,-0.162058150708368,0.99291924564544,0.0938434312015094,0.23136373787718,-0.220901827786394,0.0714148102838894,-0.184447114794428,-0.685020124729178,-0.671887186203914,1.62230054086161,-0.288945336770759,-0.587984359932264,-0.623734864770575,-1.32056450388411,0.49301393932956,0.119223179980378,-0.71906055126894,0.21618850790277,-0.0264696666129182,-0.0492871093626424,5.0,0
79007,-4.09312444268189,-4.95463206391004,0.826565576075446,2.56928032690072,6.49648092245857,-3.40063703190471,-3.30873993535639,0.443599991150818,-0.789530301853392,0.736075511379298,0.256718679670995,1.32062648501909,1.86966931863233,0.579543433533758,0.891097540827182,-0.44475821615343,-0.47506505502584,1.0024607111295,2.32512096965034,1.79712131967101,0.567517211698267,0.0342442177304232,0.786034978601858,-0.999402559694437,0.119386945478858,-0.148054999374017,-0.0148368711961164,0.266096386064377,1.66,0
